Dates,BTC Index,ETH Index,BGCI Index,FSTOK10 Index,FSTOK40 Index,SOBLCRTA Index,HODL5 Index
09/01/2018,1633.19,1954.22,1636.62,398.269,630.722,1832.02,7420.93
10/01/2018,1626.53,1943.78,1651.62,403.877,613.013,1825.88,7173.77
11/01/2018,1510.75,1787.66,1518.63,368.101,548.689,1825.5,7017.19
12/01/2018,1542.58,1946.66,1619.33,391.227,609.725,1807.42,6872.68
15/01/2018,1542.58,1946.66,1619.33,376.405,588.477,1791.51,6939.39
16/01/2018,1202.95,1522.07,1157.04,300.463,429.973,1784.34,5654.65
17/01/2018,1276.64,1600.33,1237.49,297.667,450.448,1798.86,4686.62
18/01/2018,1302.31,1589.22,1290.4,311.967,468.279,1812.29,5753.51
19/01/2018,1275.51,1590.19,1284.96,313.029,474.018,1837.24,5680.66
22/01/2018,1161.88,1509.42,1173.34,294.313,422.972,1857.01,4948.41
23/01/2018,1232.24,1529.06,1204.22,291.238,419.209,1862.68,5417.34
24/01/2018,1258.31,1627.89,1246.39,303.962,449.519,1836.12,5263.65
25/01/2018,1263.15,1631.6,1238.77,301.359,454.41,1816.53,5187.86
26/01/2018,1220.32,1615.24,1200.41,296.881,449.919,1851.65,5215.4
29/01/2018,1257.59,1812.31,1279.84,312.056,465.707,1862.25,5492.03
30/01/2018,1131.89,1653.43,1145.68,278.097,397.295,1840.23,5089.87
31/01/2018,1117.92,1710.98,1163.59,284.642,412.115,1849.13,4902.71
01/02/2018,1020.51,1586.19,1047.52,253.774,350.324,1837.94,4421.28
02/02/2018,961.68,1402.47,960.39,236.023,326.74,1797.63,4319.89
05/02/2018,796.83,1108.75,773.93,183.679,240.198,1717.02,3355.18
06/02/2018,871.31,1223.42,848.42,206.467,290.828,1746.32,3304.49
07/02/2018,907.54,1264.91,871.08,199.68,275.663,1734.21,3687.37
08/02/2018,916.93,1242.41,896.64,220.764,303.928,1674.07,3790.23
09/02/2018,959.74,1334.51,962.57,238.213,333.903,1712.24,3993.69
12/02/2018,991,1344.93,1002.62,242.27,324.575,1726.92,4190.75
13/02/2018,960.33,1298.89,969.17,234.414,316.034,1725.62,4094.89
14/02/2018,1042.25,1400.23,1070.57,259.631,350.63,1753.75,4472.85
15/02/2018,1107.95,1420.79,1090.51,270.243,364.016,1776.82,4720.46
16/02/2018,1132.05,1449.66,1123.08,273.629,372.033,1774.38,4751.32
19/02/2018,1132.05,1449.66,1123.08,285.569,373.332,1783.72,4962.77
20/02/2018,1313.56,1415.72,1161.61,280.757,344.082,1794.62,5040.58
21/02/2018,1154.34,1275.89,1032.13,263.583,329.485,1781.02,4490
22/02/2018,1112.69,1249.54,989.34,247.144,305.705,1773.29,4259.07
23/02/2018,1113.18,1286.4,1010.03,258.348,321.247,1806,4392.39
26/02/2018,1164.83,1340.9,1045.88,258.437,321.535,1831.97,4446.55
27/02/2018,1206.98,1363.17,1067.58,263.334,329.814,1829.89,4549.11
28/02/2018,1182.53,1339.1,1038.86,254.531,310.01,1820.54,4449.42
01/03/2018,1226.93,1348.29,1065.66,265.197,323.764,1798.31,4557.09
02/03/2018,1237.73,1326.16,1057.04,264.426,320.267,1798.11,4527.63
05/03/2018,1296.76,1322.84,1086.74,271.115,314.739,1828.74,4802.11
06/03/2018,1210.84,1263.99,1030.88,255.109,294.04,1825.26,4519.23
07/03/2018,1115.37,1160.14,944.99,235.598,272.674,1846.27,4086.49
08/03/2018,1046.99,1085.14,887.89,222.149,253.797,1864.62,3934.63
09/03/2018,1010.48,1080.48,872.34,224.615,256.932,1886.28,3683.15
12/03/2018,1011.92,1070.54,865.01,218.478,246.766,1886.94,3821.06
13/03/2018,1017,1052.99,858.6,217.243,249.725,1858.4,3825.16
14/03/2018,931.87,951.79,780.99,194.435,215.546,1864.61,3490.16
15/03/2018,925.97,935.71,769.58,194.413,211.623,1875.2,3315.1
16/03/2018,956.54,949.97,791.4,194.345,207.61,1885.77,3496.82
19/03/2018,945.66,837.86,753.23,197.786,210.912,1841.42,3314.91
20/03/2018,1001,864.74,793.21,201.569,223.304,1867.94,3468.46
21/03/2018,998.22,866.34,786.9,201.577,217.942,1867.34,3448.34
22/03/2018,964.92,816.85,754.16,195.882,213.03,1811.23,3322.71
23/03/2018,966.87,811.55,751.7,197.446,211.874,1750.29,3319.85
26/03/2018,885.25,734.03,680.69,181.073,200.628,1785.8,3076.68
27/03/2018,896.7,710.11,677.94,171.384,189.149,1738.24,3048.27
28/03/2018,887.28,690.69,665.01,172.456,195.283,1719.6,2941.83
29/03/2018,796.52,597.08,586.79,153.28,170.767,1759.86,2748.36
30/03/2018,796.52,597.08,586.79,150.371,166.502,1759.86,2518.1
02/04/2018,778.48,584.87,570.13,151.553,170.574,1759.86,2581.02
03/04/2018,830.55,641.11,619.2,161.669,187.785,1729.74,2721.29
04/04/2018,766.51,590.27,568.75,147.481,166.245,1741.24,2502.56
05/04/2018,757.4,584.26,566.24,147.718,166.284,1763.31,2498.57
06/04/2018,741.12,571.17,547.22,142.807,160.551,1712.32,2423.8
09/04/2018,747.59,603.77,562.16,147.713,167.543,1712.1,2513.99
10/04/2018,767.51,636.33,580.72,149.91,171.652,1748.82,2556.14
11/04/2018,773.28,650.61,597.29,156.281,180.13,1739.67,2609.1
12/04/2018,867.48,723.14,671.76,177.256,207.388,1775.66,2882.16
13/04/2018,886.94,764.39,701.74,177.095,208.517,1761.5,3183.34
16/04/2018,896.16,777.45,707.99,182.914,225.489,1759.64,3091.05
17/04/2018,888.15,779.06,710.35,180.566,221.255,1796.2,3167.03
18/04/2018,918.77,808.86,754.16,190.409,243.117,1785.04,3157.07
19/04/2018,923.96,857.68,784.55,199.313,254.528,1768.53,3327.35
20/04/2018,956.58,917.57,867.39,217.659,272.054,1779.78,3577.8
23/04/2018,1002.33,989.72,914.74,222.635,283.204,1775.91,3829.25
24/04/2018,1060.42,1092.79,990.65,242.445,302.941,1739.4,4060.15
25/04/2018,1018.15,984.91,906.56,216.799,261.358,1730.41,3712.64
26/04/2018,1023.29,1002.84,925.08,226.455,281.372,1791.52,3697.3
27/04/2018,1007.36,1004.32,916.04,226.553,276.508,1794.08,3893.6
30/04/2018,1040.54,1039.59,944.07,234.037,292.064,1788.22,3923.1
01/05/2018,1000,1000,912.64,231.823,286.665,1788.22,3746.95
02/05/2018,1023.37,1052.63,955.45,237.552,301.683,1826.11,3910.78
03/05/2018,1055.67,1152.49,1000,249.117,314.301,1833.69,4084.69
04/05/2018,1081.87,1208.4,1020.73,252.004,313.208,1861.59,4168.71
07/05/2018,1046.72,1125.81,986.53,246.884,296.156,1886.89,4020.89
08/05/2018,1025.66,1132.57,976.02,239.498,289.497,1907.2,3978.86
09/05/2018,1041.97,1154.59,984.69,239.884,286.436,1935.66,4013.69
10/05/2018,1047.56,1176.04,1000.47,235.871,278.397,1949.72,4045.13
11/05/2018,965.59,1053.18,888.79,212.392,241.985,1936.05,3623.98
14/05/2018,980.58,1119.46,920.75,227.48,267.573,1936.1,3793.33
15/05/2018,957.42,1112.98,903.53,217.1,256.715,1940.08,3680.61
16/05/2018,926.55,1075.87,865.05,210.758,244.771,1971.06,3555.38
17/05/2018,932.13,1091.46,876.67,207.339,238.467,1964.34,3581.64
18/05/2018,906.75,1039.01,834.39,208.515,240.606,1968.76,3449.29
21/05/2018,943.68,1081.56,869.13,212.739,239.248,1968.76,3570.11
22/05/2018,924.47,1053.6,847.5,202.145,223.741,1976.57,3482.71
23/05/2018,883.6,953.69,782.78,186.87,203.937,1997.37,3165.77
24/05/2018,842.42,904.11,755.8,187.02,204.427,1994.64,3165.63
25/05/2018,837.38,918.97,756.31,184.217,200.232,2009.34,3136.13
28/05/2018,837.38,918.97,756.31,184.217,200.232,2013.37,2937.33
29/05/2018,830.57,853.93,725.37,183.371,196.785,2009.67,3037.91
30/05/2018,822.24,849.72,722.37,178.858,189.477,2028.81,3005.52
31/05/2018,848.23,891.82,751.39,185.755,200.983,2018.8,3118.05
01/06/2018,831.88,886.32,740.36,182.985,200.428,2054.5,3087.36
04/06/2018,841.36,914.76,772.44,190.099,203.484,2083.98,3168.02
05/06/2018,854.82,940.96,793.99,192.399,205.951,2084.55,3223.32
06/06/2018,844.89,925,778.92,192.219,205.211,2093.39,3273.23
07/06/2018,862.93,936.76,796.71,192.23,205.412,2057.81,3268.89
08/06/2018,857.13,923.28,787.2,191.566,204.029,2075.37,3235.8
11/06/2018,758.35,803.36,676.85,166.574,167.83,2067.18,2785.94
12/06/2018,731.53,756.64,643.16,159.123,161.395,2086.42,2825.89
13/06/2018,703.51,723.82,613.43,137.353,150.595,2090.34,2589.66
14/06/2018,744.81,804.8,668.33,163.709,165.289,2123.33,2595.27
15/06/2018,734.26,765.55,647.74,158.434,159.16,2133.7,2715
18/06/2018,753.11,799.54,662.57,163.078,162.734,2151.53,2651.64
19/06/2018,756.63,832.91,674.21,164.116,161.36,2140.46,2800.28
20/06/2018,756.67,826.3,669.29,164.116,161.36,2154.31,2793.95
21/06/2018,753.68,811.83,662.4,162.403,159.662,2129,2763.71
22/06/2018,694.92,735.18,601.06,144.012,137.97,2112.24,2514.95
25/06/2018,702,711.6,590.86,144.012,137.97,2045.53,2516.97
26/06/2018,693.19,680.2,572.42,142.293,134.43,2051.32,2452.89
27/06/2018,687.75,673.81,571.18,141.473,133.529,2025.59,2407.23
28/06/2018,682.15,673.06,564.09,138.209,130.345,2052.91,2401.53
29/06/2018,661.23,634.64,537.61,135.055,127.559,2029.64,2300.62
02/07/2018,742.93,737.85,619.99,152.804,153.362,2053.68,2599.57
03/07/2018,741.63,725.52,616.33,153.025,152.58,2022.66,2591.76
04/07/2018,741.63,725.52,616.33,153.025,152.58,2020.07,2616.77
05/07/2018,729.38,714.97,599.9,150.878,147.2,2036.87,2582.1
06/07/2018,737.45,725.39,604.95,152.131,146.612,2058.41,2554.2
09/07/2018,752.58,737.35,610.96,153.981,145.512,2077.41,2608.56
10/07/2018,716.5,679.49,571.26,144.521,134.099,2083.75,2447.19
11/07/2018,712.73,675.37,566.45,143.668,130.769,2078.27,2442.99
12/07/2018,693.65,662.74,553.62,139.048,125.694,2116.82,2374.25
13/07/2018,691.64,663.03,554.88,140.415,129.49,2111.43,2417.18
16/07/2018,748.26,739.37,615.29,152.633,143.328,2104.87,2580.86
17/07/2018,820.91,773.12,658.09,166.088,155.433,2131.93,2625.33
18/07/2018,821.47,739.3,643.38,162.793,156.187,2148.6,2822.97
19/07/2018,836.93,723.6,638.85,162.848,155.048,2145.57,2741.62
20/07/2018,823.22,686.3,609.14,158.025,143.027,2126.65,2711.65
23/07/2018,869.71,697.65,627.21,162.855,144.365,2132.31,2766.4
24/07/2018,924.15,733.93,661.96,171.935,149.076,2134.94,2889.46
25/07/2018,913.47,732.02,659.34,172.758,155.239,2160.6,2860.27
26/07/2018,925.76,739.6,664.92,169.973,153.836,2144.83,2888.35
27/07/2018,922.66,722.84,656.41,171.435,154.924,2126.2,2854.22
30/07/2018,908.74,700.55,638.12,167.838,146.157,2070.57,2826.59
31/07/2018,867.32,671.38,611.38,159.984,136.382,2060.66,2694.86
01/08/2018,847.32,648.44,600.27,155.509,133.469,2078.58,2671.22
02/08/2018,846.07,633.34,589.35,155.209,129.139,2117.28,2621.68
03/08/2018,829.38,641.62,587.77,154.592,123.811,2114.07,2617.92
06/08/2018,779.54,624.87,565.88,145.493,115.286,2144.88,2491.12
07/08/2018,778.17,602.84,552.88,140.192,111.236,2154.83,2508.4
08/08/2018,709.3,560.11,495.06,140.192,111.236,2157.37,2234.91
09/08/2018,726.65,561.29,502.65,135.023,104.668,2151.18,2220.74
10/08/2018,717.47,549.9,491.24,124.484,95.956,2157.19,2208.02
13/08/2018,699.12,445.93,434.19,120.681,88.642,2161.24,2034.78
14/08/2018,681.43,403.99,407.13,114.661,80.062,2189.44,1871.84
15/08/2018,712.5,444.71,436.83,122.172,87.406,2172.47,2043.07
16/08/2018,718.82,450.79,445.37,120.079,85.611,2162.34,2031.92
17/08/2018,728.27,467.94,466.07,127.144,95.183,2160.27,2078.29
20/08/2018,724.54,441.73,454.42,124.517,91.66,2163.59,2072.26
21/08/2018,720.96,428.26,444.11,123.935,88.857,2158.06,2046
22/08/2018,713.19,419.65,434.43,120.452,85.12,2163.99,2053.6
23/08/2018,720.06,423.09,439.37,123.164,87.828,2195.26,2032.27
24/08/2018,742.95,433.33,452.01,125.727,91.439,2225.62,2043.92
27/08/2018,755.73,429.42,456.67,126.981,97.496,2243.18,2108.51
28/08/2018,797.13,454.74,488.4,134.538,106.55,2234.61,2205.31
29/08/2018,786.51,446.48,480.09,133.442,103.223,2259.77,2182.88
30/08/2018,764.78,426.6,460.76,130.707,99.431,2263.25,2131.06
31/08/2018,790.32,438.51,478.88,131.946,103.143,2284.1,2145.62
03/09/2018,790.32,438.51,478.88,131.946,103.143,2285.57,2257.57
04/09/2018,824.28,438.45,495.51,138.23,111.505,2334.3,2274.99
05/09/2018,776.32,377.55,440.17,127.086,98.868,2279.39,2088.87
06/09/2018,723.42,349.03,418.14,118.514,93.025,2270.16,1914.37
07/09/2018,720.86,335.4,409.39,118.106,94.354,2274,1888.11
10/09/2018,705.04,300.98,384.61,112.932,90.226,2298.25,1810.08
11/09/2018,702.16,281.86,371.51,110.306,87.596,2318.23,1759.71
12/09/2018,706.57,277.43,371.81,111.15,87.252,2315.48,1736.81
13/09/2018,722.23,312.62,394.66,115.606,91.298,2300.89,1854.03
14/09/2018,732.65,339.9,408.8,117.338,92.826,2328.54,1861.26
17/09/2018,701.84,302.34,379.5,110.818,87.18,2289.52,1810.32
18/09/2018,707.68,319.81,397.62,114.531,89.707,2290.05,1902.53
19/09/2018,720.21,324.25,406.42,116.496,90.48,2291.78,1890.96
20/09/2018,721,325.72,421.06,118.171,90.447,2296.09,1958.68
21/09/2018,758.09,383.9,498.5,130.674,100.569,2286.6,2283.54
24/09/2018,742.88,361.79,470.94,127.039,101.876,2289.82,2209.72
25/09/2018,714.84,325.49,431.95,120.353,95.539,2305.04,2050.8
26/09/2018,727.98,335.81,465.65,125.709,97.729,2304.9,2212.84
27/09/2018,751.82,356.99,490.16,129.508,101.294,2331.4,2191.28
28/09/2018,747.66,342.16,477.89,127.655,98.605,2337.06,2243.59
01/10/2018,735.17,353.95,479.88,128.909,99.383,2351.1,2253.56
02/10/2018,733.59,349.33,477.47,128.909,99.383,2327.13,2260.05
03/10/2018,721.71,336.17,460.12,124.583,105.37,2327.13,2200.24
04/10/2018,736.53,345.14,472.02,126.054,106.552,2279.84,2224.23
05/10/2018,734.29,344.36,465.23,125.635,107.461,2257.89,2209.27
08/10/2018,744.25,355.52,469.56,127.514,110.621,2218.85,2209.21
09/10/2018,738.79,350.86,461.2,125.91,108.701,2223.24,2179.18
10/10/2018,734.23,348.23,456.77,124.842,108.427,2109.89,2146.58
11/10/2018,694.83,308.91,411.04,115.524,96.69,2056.78,1973.02
12/10/2018,697.33,304.53,414.65,116.491,96.525,2111.16,2003.09
15/10/2018,716.13,313.9,425.86,120.944,98.748,2084.46,2105.89
16/10/2018,723.01,321.1,436.22,122.16,99.75,2158.75,2104.1
17/10/2018,721.27,318.91,435.29,121.482,100.61,2153,2101.93
18/10/2018,717.58,312.66,428.14,119.83,98.011,2119.7,2091.25
19/10/2018,716.18,317.16,430.06,120.206,99.441,2090.6,2062.55
22/10/2018,717.72,317.88,430.37,120.465,100.854,2110.22,2064.51
23/10/2018,718.27,318.59,430.12,120.441,100.466,2108.96,2047.33
24/10/2018,720.7,314.82,432.59,120.476,100.651,2026.28,2071.31
25/10/2018,719.02,309.58,428.78,120.111,99.462,2038.38,2064.15
26/10/2018,718.63,309.85,427.88,119.87,98.67,1990.71,2057.85
29/10/2018,701.59,299.76,411.71,116.093,93.3,1940.1,2005.63
30/10/2018,702.24,299.91,413.02,116.646,93.992,1971.1,2002.67
31/10/2018,707.59,304.25,419.67,116.895,94.485,2035.26,2022.98
01/11/2018,709.28,304.74,420.45,118.058,95.893,2074.49,2022.28
02/11/2018,712.85,309.99,428.45,119.073,97.424,2073.18,2054.07
05/11/2018,717.99,320.06,448.18,122.225,98.953,2065.28,2132.41
06/11/2018,720.3,332.27,469.83,125.836,101.096,2087.31,2198.66
07/11/2018,729.53,334.58,472.13,126.76,101.131,2134.96,2228.17
08/11/2018,720.9,329.26,459.71,126.76,101.131,2128.31,2167.98
09/11/2018,710.45,320.77,448.64,121.817,95.902,2115.42,2147.64
12/11/2018,710.47,322.95,450.57,121.924,95.538,2056.51,2156.19
13/11/2018,705.39,315.52,442.91,121.226,94.013,2065.81,2154.42
14/11/2018,607.96,265.51,377.04,107.274,81.413,2061.58,1901.85
15/11/2018,611.88,270.2,380.95,106.002,79.501,2102.07,1836.41
16/11/2018,617.37,267.46,382.27,105.015,78.461,2044.75,1846.22
19/11/2018,548.16,231.87,348.46,94.431,66.294,1949.47,1738.45
20/11/2018,482.72,200.4,307.77,83.901,58.013,1929.33,1611.51
21/11/2018,494.87,203.9,312.02,86.408,60.866,1927.33,1544.3
22/11/2018,494.87,203.9,312.02,86.408,60.866,1927.72,1519.99
23/11/2018,474.4,184.68,287.85,80.381,56.324,1933.31,1431.19
26/11/2018,410.28,162.12,251.35,70.073,48.274,1991.9,1284.32
27/11/2018,416.65,162.75,251.94,71.237,50.097,2000.7,1256.38
28/11/2018,481.81,190.29,290.69,78.763,56.34,2059.65,1393
29/11/2018,466.86,178.48,275.08,77.897,56.047,2031.51,1414.63
30/11/2018,445.01,174.44,265.09,73.421,52.067,2067.82,1323.94
03/12/2018,429.92,165.23,252.41,71.593,51.372,2116.12,1275.15
04/12/2018,434.1,167.19,252.66,72.151,52.612,2011.64,1319.47
05/12/2018,434.1,167.19,252.66,68.596,49.602,2013.52,1269.37
06/12/2018,406.89,148.61,229.31,65.497,45.755,2021.18,1199.24
07/12/2018,373.68,140,211.26,61.384,42.726,1948.61,1082.36
10/12/2018,381.22,137.91,212.62,62.321,42.892,1978.41,1112.85
11/12/2018,378.07,135.63,210.07,61.276,42.231,1981.37,1089.54
12/12/2018,385.96,139.03,215.6,62.371,43.363,2001.03,1134.31
13/12/2018,364.84,130.46,204.6,59.214,40.988,1984.63,1119.44
14/12/2018,355.52,127.58,197.59,58.166,40.141,1965.14,1062.23
17/12/2018,396.84,146.27,227.3,63.996,45.177,1913.63,1123.07
18/12/2018,394.64,144.37,227.97,64.843,46.449,1919.05,1180.63
19/12/2018,417.77,157.59,246.47,68.728,48.966,1864.9,1290.74
20/12/2018,440.48,170.5,262.02,75.562,53.893,1834.4,1348.94
21/12/2018,426.07,164.22,254.02,71.891,51.954,1774.09,1334.75
24/12/2018,452.39,214.11,288.95,79.163,58.245,1774.09,1473.4
25/12/2018,452.39,214.11,288.95,79.163,58.245,1774.09,1316
26/12/2018,422.29,197.77,267.27,79.163,58.245,1774.09,1318.07
27/12/2018,403.02,178.15,248.17,68.516,47.521,1843.71,1308.68
28/12/2018,437.47,208.9,276.77,74.998,52.987,1838.66,1345.13
31/12/2018,412.98,202.2,260.59,73.929,52.793,1838.66,1334.67
01/01/2019,412.98,202.2,260.59,73.929,52.793,1838.66,1305.34
02/01/2019,434.16,235.16,284.91,73.557,52.392,1882.18,1385.54
03/01/2019,426.03,229.45,275.76,76.419,54.398,1803.85,1381.81
04/01/2019,425.99,236.5,279.18,73.904,52.29,1883.88,1348.91
07/01/2019,450.26,234.91,287.25,78.321,55.853,1910.95,1411.91
08/01/2019,449.35,230.96,284.89,76.988,54.409,1936.9,1426.94
09/01/2019,449.52,230.58,285.75,77.198,55.346,1938.65,1410.32
10/01/2019,406.75,197.07,252.06,77.587,56.414,1943.42,1308.12
11/01/2019,410.06,193.57,251.99,69.556,49.24,1958.53,1254.67
14/01/2019,411.73,197.63,253.94,66.154,46.564,1949.11,1270.28
15/01/2019,400.59,184.19,243.41,69.869,49.853,1975.81,1251.2
16/01/2019,403.64,187.87,246.62,69.869,49.853,1979.02,1239.66
17/01/2019,408.01,189,249.18,68.596,50.051,2012.97,1236.28
18/01/2019,404.7,185.1,244.42,68.995,50.524,2051.47,1237.99
21/01/2019,404.7,185.1,244.42,67.2,49.106,2051.87,1203.21
22/01/2019,402.23,182.89,243.83,66.769,48.96,2012.1,1217.54
23/01/2019,396.88,178.68,240.06,67.387,49.973,2020.16,1208.38
24/01/2019,400.56,180.22,242.35,67.017,49.452,2068.03,1208.45
25/01/2019,399.36,177.89,240.17,67.017,49.452,2100.91,1206.04
28/01/2019,383.67,160.41,223.42,66.439,48.435,2041.24,1123.59
29/01/2019,381.57,162.03,223.01,63.697,45.231,2005.09,1130.41
30/01/2019,385.32,165.95,232.36,63.181,45.109,2060.2,1171.03
31/01/2019,383.98,164.07,229.88,64.908,45.725,2089.65,1151.96
01/02/2019,386.57,164.05,229.79,63.954,44.298,2097.19,1153.53
04/02/2019,383.38,165.22,228.85,63.977,44.113,2123.75,1138.18
05/02/2019,384.38,163.99,227.97,63.977,44.113,2129.48,1135.94
06/02/2019,377.53,159.7,222.37,63.977,44.113,2147.92,1117.43
07/02/2019,376.89,159.96,222.88,62.697,43.792,2124.58,1138.19
08/02/2019,406.7,182.09,246.03,62.561,43.96,2138.02,1179.5
11/02/2019,403.5,185.79,244.94,69.081,49.387,2150.51,1212.04
12/02/2019,404.64,188.44,248.36,67.82,48.949,2178.11,1203.73
13/02/2019,400.91,186.23,244.1,68.202,49.214,2186.15,1200.2
14/02/2019,400.08,185.57,243.53,67.765,48.692,2184.14,1205.42
15/02/2019,400.29,186.11,243.42,67.765,48.692,2197.24,1198.47
18/02/2019,400.29,186.11,243.42,67.765,48.692,2193.3,1309.34
19/02/2019,441.54,225.47,280.4,74.292,53.01,2195.39,1369.11
20/02/2019,441.64,226.23,281.55,74.816,54.063,2190.3,1342.59
21/02/2019,436.86,221.48,274.83,76.457,55.161,2176.36,1333.09
22/02/2019,441.5,226.65,279.22,75.04,53.265,2202.2,1343.35
25/02/2019,429.33,211.91,269.72,71.448,51.872,2215.53,1285.2
26/02/2019,426.23,209.17,265.28,73.549,53.024,2211.72,1294.37
27/02/2019,417.89,200.05,257.49,72.709,52.548,2201.7,1290.4
28/02/2019,426.72,209.17,265.6,72.354,52.72,2202.11,1298.9
01/03/2019,429.63,210.25,269.16,72.503,52.819,2214.16,1300.21
04/03/2019,415.87,195.01,254.39,72.074,53.652,2217.42,1239.52
05/03/2019,430.4,208.97,268.96,70.161,51.757,2220,1291.84
06/03/2019,431.09,210.29,270.44,73.562,55.605,2196.56,1303.6
07/03/2019,434.23,212.15,272.53,73.81,55.989,2186.65,1308.46
08/03/2019,437.1,212.04,272.12,73.83,57.282,2177.94,1306.84
11/03/2019,431.28,203.26,265.72,74.328,58.11,2224.13,1287.41
12/03/2019,433.04,204.43,267.83,73.311,57.467,2230.48,1293.04
13/03/2019,431.86,203.06,267.4,73.552,59.68,2234.24,1294.62
14/03/2019,432.26,203.33,266.91,73.523,59.471,2222.57,1293.85
15/03/2019,438.24,210.8,273.32,73.804,60.79,2233.14,1318.77
18/03/2019,445.27,212.25,275.1,76.204,62.363,2226.27,1340.22
19/03/2019,448.43,213.3,276.58,76.331,62.047,2254.23,1343.46
20/03/2019,450.46,212.88,277.61,76.936,63.341,2240.78,1351.01
21/03/2019,445.72,208.32,272.46,77.103,64.593,2297.24,1318.5
22/03/2019,447.61,211.52,275.08,75.684,63.781,2259.17,1328.52
25/03/2019,436.71,204.17,267.24,75.709,67.345,2238.63,1310.55
26/03/2019,439.41,206.37,267.73,74.571,65.62,2269.93,1298.85
27/03/2019,449.36,212.62,277.95,74.933,65.568,2259.6,1340.39
28/03/2019,450.09,212,277.52,77.483,68.858,2272.06,1339.93
29/03/2019,457.63,217.82,281.33,76.935,69.063,2290.27,1355.72
01/04/2019,463.58,216.8,282.98,77.511,72.614,2331.93,1368.44
02/04/2019,535.54,248.44,324.1,78.376,74.483,2349.64,1539.57
03/04/2019,579.33,270.31,357.49,91.776,83.888,2374.99,1659.19
04/04/2019,540.41,239.52,319.45,93.474,83.498,2370.53,1621.2
05/04/2019,563.85,254.53,342.16,92.169,83.506,2376.37,1653.14
08/04/2019,583.87,275.61,352.69,98.512,89.152,2370.34,1719.37
09/04/2019,584.95,273.9,351.91,99.766,86.715,2348.53,1698.82
10/04/2019,607.79,281.46,362.66,97.875,84.429,2368.64,1725.24
11/04/2019,567.72,255.93,331.94,99.809,85.817,2358.76,1607.76
12/04/2019,566.55,254.15,330.52,99.809,85.817,2366.1,1617.08
15/04/2019,560.01,245.03,322.21,95.862,80.772,2360.93,1645.02
16/04/2019,581.67,255.49,334.56,93.986,76.937,2375.73,1608.55
17/04/2019,587.13,258.2,339.17,96.903,79.047,2362.09,1658.57
18/04/2019,593.24,269.7,346.42,97.001,79.34,2364.19,1676.92
19/04/2019,593.24,269.7,346.42,97.001,79.34,2364.19,1667.5
22/04/2019,602.94,266.36,340.52,97.443,77.846,2364.19,1666.49
23/04/2019,626.52,267.15,344.72,98.608,78.83,2399.24,1718.62
24/04/2019,610.25,253.02,326.25,100.197,77.561,2404.82,1639.43
25/04/2019,614.94,254.16,329.21,97.464,73.569,2423.51,1646.13
26/04/2019,572.52,233.32,309.61,92.819,68.845,2415.38,1575.48
29/04/2019,577.23,236.17,308.84,94.079,70.096,2427.84,1554.62
30/04/2019,586.97,241.45,319.05,92.819,68.47,2419.73,1617.89
01/05/2019,595.29,243.61,319.56,95.871,71.488,2419.73,1618.04
02/05/2019,605.33,244.04,320.15,96.265,71.312,2396.82,1640.1
03/05/2019,637.83,256.85,336.22,97.631,71.619,2413.02,1719.45
06/05/2019,643.31,268.12,339.17,101.432,69.947,2402.32,1691.58
07/05/2019,655.84,263.06,337.09,101.328,70.186,2365.95,1720.21
08/05/2019,661.05,259.57,337.12,101.328,70.186,2357.63,1713.23
09/05/2019,680.4,258,337.54,103.7,69.879,2342.07,1726.69
10/05/2019,714.29,270.24,350.68,105.385,66.884,2346.82,1767.06
13/05/2019,881.06,310.32,410.01,118.094,72.971,2266.64,2053.9
14/05/2019,879.6,318.33,432.38,129.983,76.733,2304.31,2292.29
15/05/2019,922.65,375.04,477.47,136.574,82.961,2326.59,2315.22
16/05/2019,882.6,404.17,476.17,144.059,94.916,2350.74,2377.46
17/05/2019,797.45,358.75,426.23,140.052,91.17,2333.1,2126.77
20/05/2019,879.74,384.45,459.17,144.166,91.834,2299.01,2283.88
21/05/2019,903.41,400.72,472.46,139.895,88.968,2319.68,2327.41
22/05/2019,890.11,393.35,463.6,140.269,94.142,2324,2305.62
23/05/2019,877.22,375.54,447.7,134.74,89.143,2288.17,2238.9
24/05/2019,906.13,391.17,469.06,137.56,91.043,2279.65,2351.82
27/05/2019,906.13,391.17,469.06,137.56,91.043,2285.06,2531.13
28/05/2019,976.39,419.72,519.83,155.119,100.514,2314.71,2533
29/05/2019,977.24,421.68,523.86,154.194,102.104,2300.72,2576.58
30/05/2019,961.26,414.12,512.05,153.396,109.809,2305.72,2623.84
31/05/2019,948.81,404.72,504.44,146.611,103.988,2267.33,2475.11
03/06/2019,960.27,403.55,504.73,153.957,108.457,2208.95,2474.12
04/06/2019,854.08,365.71,448.22,144.613,107.142,2276.54,2346.23
05/06/2019,876.97,380.89,465.12,136.192,101.777,2293.32,2266.28
06/06/2019,853.96,369.85,456.74,138.465,102.365,2316.58,2274.84
07/06/2019,893.76,384.69,478.66,139.31,101.377,2341.13,2371.11
10/06/2019,896.55,380.43,473.94,135.336,98.404,2341.13,2343.02
11/06/2019,890.47,378.4,473.88,141.473,103.227,2376.38,2299.12
12/06/2019,915.99,397.06,486.04,140.46,102.196,2360.26,2368.45
13/06/2019,924.85,401.38,490.52,144.813,105.533,2371.27,2412.04
